FILE, LABEL
./home/gdata/narayana/Lakshmi/Data/M09/LV/M09_B1_LV_M2.wav, Victor
./home/gdata/narayana/Lakshmi/Data/M09/LV/M09_B2_LV_M5.wav, Victor
./home/gdata/narayana/Lakshmi/Data/M09/LV/M09_B1_LV_M7.wav, Victor
./home/gdata/narayana/Lakshmi/Data/M09/LV/M09_B1_LV_M8.wav, Victor
./home/gdata/narayana/Lakshmi/Data/M09/LV/M09_B3_LV_M2.wav, Victor
./home/gdata/narayana/Lakshmi/Data/M09/LV/M09_B3_LV_M6.wav, Victor
./home/gdata/narayana/Lakshmi/Data/M09/LV/M09_B2_LV_M7.wav, Victor
./home/gdata/narayana/Lakshmi/Data/M09/LV/M09_B3_LV_M3.wav, Victor
./home/gdata/narayana/Lakshmi/Data/M09/LV/M09_B3_LV_M5.wav, Victor
./home/gdata/narayana/Lakshmi/Data/M09/LV/M09_B1_LV_M4.wav, Victor
./home/gdata/narayana/Lakshmi/Data/M09/LV/M09_B1_LV_M6.wav, Victor
./home/gdata/narayana/Lakshmi/Data/M09/LV/M09_B3_LV_M8.wav, Victor
./home/gdata/narayana/Lakshmi/Data/M09/B3_UW16/M09_B3_UW16_M3.wav, moonshine
./home/gdata/narayana/Lakshmi/Data/M09/B3_UW16/M09_B3_UW16_M7.wav, moonshine
./home/gdata/narayana/Lakshmi/Data/M09/B3_UW16/M09_B3_UW16_M5.wav, moonshine
./home/gdata/narayana/Lakshmi/Data/M09/B3_UW16/M09_B3_UW16_M6.wav, moonshine
./home/gdata/narayana/Lakshmi/Data/M09/B3_UW16/M09_B3_UW16_M2.wav, moonshine
./home/gdata/narayana/Lakshmi/Data/M09/CW26/M09_B3_CW26_M3.wav, or
./home/gdata/narayana/Lakshmi/Data/M09/CW26/M09_B1_CW26_M5.wav, or
./home/gdata/narayana/Lakshmi/Data/M09/CW26/M09_B3_CW26_M4.wav, or
./home/gdata/narayana/Lakshmi/Data/M09/CW26/M09_B1_CW26_M8.wav, or
./home/gdata/narayana/Lakshmi/Data/M09/CW26/M09_B1_CW26_M2.wav, or
./home/gdata/narayana/Lakshmi/Data/M09/CW26/M09_B3_CW26_M8.wav, or
./home/gdata/narayana/Lakshmi/Data/M09/CW26/M09_B3_CW26_M2.wav, or
./home/gdata/narayana/Lakshmi/Data/M09/CW26/M09_B2_CW26_M8.wav, or
./home/gdata/narayana/Lakshmi/Data/M09/CW26/M09_B2_CW26_M5.wav, or
./home/gdata/narayana/Lakshmi/Data/M09/CW26/M09_B2_CW26_M6.wav, or
./home/gdata/narayana/Lakshmi/Data/M09/B3_UW27/M09_B3_UW27_M3.wav, reward
./home/gdata/narayana/Lakshmi/Data/M09/B3_UW27/M09_B3_UW27_M5.wav, reward
./home/gdata/narayana/Lakshmi/Data/M09/B3_UW27/M09_B3_UW27_M2.wav, reward
./home/gdata/narayana/Lakshmi/Data/M09/B3_UW27/M09_B3_UW27_M8.wav, reward
./home/gdata/narayana/Lakshmi/Data/M09/B3_UW93/M09_B3_UW93_M7.wav, glasses
./home/gdata/narayana/Lakshmi/Data/M09/B3_UW93/M09_B3_UW93_M2.wav, glasses
./home/gdata/narayana/Lakshmi/Data/M09/B3_UW93/M09_B3_UW93_M5.wav, glasses
./home/gdata/narayana/Lakshmi/Data/M09/B3_UW93/M09_B3_UW93_M6.wav, glasses
./home/gdata/narayana/Lakshmi/Data/M09/B2_UW2/M09_B2_UW2_M7.wav, needlepoint
./home/gdata/narayana/Lakshmi/Data/M09/B2_UW2/M09_B2_UW2_M3.wav, needlepoint
./home/gdata/narayana/Lakshmi/Data/M09/B2_UW2/M09_B2_UW2_M6.wav, needlepoint
./home/gdata/narayana/Lakshmi/Data/M09/B2_UW2/M09_B2_UW2_M4.wav, needlepoint
./home/gdata/narayana/Lakshmi/Data/M09/B2_UW2/M09_B2_UW2_M5.wav, needlepoint
./home/gdata/narayana/Lakshmi/Data/M09/B2_UW2/M09_B2_UW2_M2.wav, needlepoint
./home/gdata/narayana/Lakshmi/Data/M09/B3_UW52/M09_B3_UW52_M5.wav, observation
./home/gdata/narayana/Lakshmi/Data/M09/B3_UW52/M09_B3_UW52_M3.wav, observation
./home/gdata/narayana/Lakshmi/Data/M09/B3_UW52/M09_B3_UW52_M2.wav, observation
./home/gdata/narayana/Lakshmi/Data/M09/B1_UW62/M09_B1_UW62_M3.wav, chatterbox
./home/gdata/narayana/Lakshmi/Data/M09/B1_UW62/M09_B1_UW62_M7.wav, chatterbox
./home/gdata/narayana/Lakshmi/Data/M09/B1_UW62/M09_B1_UW62_M2.wav, chatterbox
./home/gdata/narayana/Lakshmi/Data/M09/B1_UW62/M09_B1_UW62_M5.wav, chatterbox
./home/gdata/narayana/Lakshmi/Data/M09/B1_UW62/M09_B1_UW62_M4.wav, chatterbox
./home/gdata/narayana/Lakshmi/Data/M09/B1_UW62/M09_B1_UW62_M6.wav, chatterbox
./home/gdata/narayana/Lakshmi/Data/M09/B1_UW10/M09_B1_UW10_M6.wav, entertainer
./home/gdata/narayana/Lakshmi/Data/M09/B1_UW10/M09_B1_UW10_M7.wav, entertainer
./home/gdata/narayana/Lakshmi/Data/M09/B1_UW10/M09_B1_UW10_M4.wav, entertainer
./home/gdata/narayana/Lakshmi/Data/M09/B1_UW10/M09_B1_UW10_M3.wav, entertainer
./home/gdata/narayana/Lakshmi/Data/M09/B1_UW10/M09_B1_UW10_M8.wav, entertainer
./home/gdata/narayana/Lakshmi/Data/M09/B2_UW36/M09_B2_UW36_M6.wav, authoritative
./home/gdata/narayana/Lakshmi/Data/M09/B2_UW36/M09_B2_UW36_M7.wav, authoritative
./home/gdata/narayana/Lakshmi/Data/M09/B2_UW36/M09_B2_UW36_M5.wav, authoritative
./home/gdata/narayana/Lakshmi/Data/M09/B2_UW36/M09_B2_UW36_M3.wav, authoritative
./home/gdata/narayana/Lakshmi/Data/M09/B2_UW36/M09_B2_UW36_M8.wav, authoritative
./home/gdata/narayana/Lakshmi/Data/M09/B2_UW36/M09_B2_UW36_M4.wav, authoritative
./home/gdata/narayana/Lakshmi/Data/M09/B2_UW36/M09_B2_UW36_M2.wav, authoritative
./home/gdata/narayana/Lakshmi/Data/M09/B2_UW28/M09_B2_UW28_M8.wav, anybody
./home/gdata/narayana/Lakshmi/Data/M09/B2_UW28/M09_B2_UW28_M4.wav, anybody
./home/gdata/narayana/Lakshmi/Data/M09/B2_UW28/M09_B2_UW28_M7.wav, anybody
./home/gdata/narayana/Lakshmi/Data/M09/B2_UW28/M09_B2_UW28_M3.wav, anybody
./home/gdata/narayana/Lakshmi/Data/M09/B3_UW42/M09_B3_UW42_M6.wav, Massachusetts
./home/gdata/narayana/Lakshmi/Data/M09/B3_UW42/M09_B3_UW42_M2.wav, Massachusetts
./home/gdata/narayana/Lakshmi/Data/M09/B3_UW42/M09_B3_UW42_M5.wav, Massachusetts
./home/gdata/narayana/Lakshmi/Data/M09/B3_UW42/M09_B3_UW42_M8.wav, Massachusetts
./home/gdata/narayana/Lakshmi/Data/M09/B2_UW76/M09_B2_UW76_M3.wav, displeasure
./home/gdata/narayana/Lakshmi/Data/M09/B2_UW76/M09_B2_UW76_M6.wav, displeasure
./home/gdata/narayana/Lakshmi/Data/M09/B2_UW76/M09_B2_UW76_M4.wav, displeasure
./home/gdata/narayana/Lakshmi/Data/M09/B2_UW76/M09_B2_UW76_M5.wav, displeasure
./home/gdata/narayana/Lakshmi/Data/M09/B2_UW76/M09_B2_UW76_M8.wav, displeasure
./home/gdata/narayana/Lakshmi/Data/M09/B3_UW4/M09_B3_UW4_M3.wav, foil
./home/gdata/narayana/Lakshmi/Data/M09/B3_UW4/M09_B3_UW4_M4.wav, foil
./home/gdata/narayana/Lakshmi/Data/M09/B3_UW4/M09_B3_UW4_M8.wav, foil
./home/gdata/narayana/Lakshmi/Data/M09/B3_UW4/M09_B3_UW4_M7.wav, foil
./home/gdata/narayana/Lakshmi/Data/M09/B3_UW4/M09_B3_UW4_M5.wav, foil
./home/gdata/narayana/Lakshmi/Data/M09/B2_UW91/M09_B2_UW91_M4.wav, orange
./home/gdata/narayana/Lakshmi/Data/M09/B2_UW91/M09_B2_UW91_M2.wav, orange
./home/gdata/narayana/Lakshmi/Data/M09/B2_UW91/M09_B2_UW91_M8.wav, orange
./home/gdata/narayana/Lakshmi/Data/M09/B2_UW91/M09_B2_UW91_M7.wav, orange
./home/gdata/narayana/Lakshmi/Data/M09/B2_UW91/M09_B2_UW91_M3.wav, orange
./home/gdata/narayana/Lakshmi/Data/M09/B2_UW91/M09_B2_UW91_M6.wav, orange
./home/gdata/narayana/Lakshmi/Data/M09/B1_UW88/M09_B1_UW88_M3.wav, spoon
./home/gdata/narayana/Lakshmi/Data/M09/B1_UW88/M09_B1_UW88_M5.wav, spoon
./home/gdata/narayana/Lakshmi/Data/M09/B1_UW88/M09_B1_UW88_M8.wav, spoon
./home/gdata/narayana/Lakshmi/Data/M09/B1_UW88/M09_B1_UW88_M7.wav, spoon
./home/gdata/narayana/Lakshmi/Data/M09/CW53/M09_B3_CW53_M8.wav, about
./home/gdata/narayana/Lakshmi/Data/M09/CW53/M09_B3_CW53_M5.wav, about
./home/gdata/narayana/Lakshmi/Data/M09/CW53/M09_B3_CW53_M4.wav, about
./home/gdata/narayana/Lakshmi/Data/M09/CW53/M09_B1_CW53_M3.wav, about
./home/gdata/narayana/Lakshmi/Data/M09/CW53/M09_B3_CW53_M7.wav, about
./home/gdata/narayana/Lakshmi/Data/M09/CW53/M09_B1_CW53_M6.wav, about
./home/gdata/narayana/Lakshmi/Data/M09/CW53/M09_B2_CW53_M3.wav, about
./home/gdata/narayana/Lakshmi/Data/M09/CW53/M09_B1_CW53_M2.wav, about
./home/gdata/narayana/Lakshmi/Data/M09/CW53/M09_B1_CW53_M4.wav, about
./home/gdata/narayana/Lakshmi/Data/M09/CW53/M09_B2_CW53_M6.wav, about
./home/gdata/narayana/Lakshmi/Data/M09/CW53/M09_B1_CW53_M7.wav, about
./home/gdata/narayana/Lakshmi/Data/M09/CW53/M09_B3_CW53_M6.wav, about
./home/gdata/narayana/Lakshmi/Data/M09/CW53/M09_B2_CW53_M4.wav, about
./home/gdata/narayana/Lakshmi/Data/M09/CW53/M09_B1_CW53_M5.wav, about
./home/gdata/narayana/Lakshmi/Data/M09/CW53/M09_B2_CW53_M5.wav, about
./home/gdata/narayana/Lakshmi/Data/M09/B3_UW20/M09_B3_UW20_M5.wav, output
./home/gdata/narayana/Lakshmi/Data/M09/B3_UW20/M09_B3_UW20_M7.wav, output
./home/gdata/narayana/Lakshmi/Data/M09/B3_UW20/M09_B3_UW20_M2.wav, output
./home/gdata/narayana/Lakshmi/Data/M09/B3_UW20/M09_B3_UW20_M6.wav, output
./home/gdata/narayana/Lakshmi/Data/M09/B3_UW20/M09_B3_UW20_M8.wav, output
./home/gdata/narayana/Lakshmi/Data/M09/B3_UW20/M09_B3_UW20_M4.wav, output
./home/gdata/narayana/Lakshmi/Data/M09/B1_UW52/M09_B1_UW52_M2.wav, adulation
./home/gdata/narayana/Lakshmi/Data/M09/B1_UW52/M09_B1_UW52_M8.wav, adulation
./home/gdata/narayana/Lakshmi/Data/M09/B1_UW52/M09_B1_UW52_M4.wav, adulation
./home/gdata/narayana/Lakshmi/Data/M09/B1_UW52/M09_B1_UW52_M5.wav, adulation
./home/gdata/narayana/Lakshmi/Data/M09/B1_UW52/M09_B1_UW52_M3.wav, adulation
./home/gdata/narayana/Lakshmi/Data/M09/B1_UW52/M09_B1_UW52_M7.wav, adulation
./home/gdata/narayana/Lakshmi/Data/M09/B1_UW6/M09_B1_UW6_M4.wav, supervision
./home/gdata/narayana/Lakshmi/Data/M09/B1_UW6/M09_B1_UW6_M3.wav, supervision
./home/gdata/narayana/Lakshmi/Data/M09/B1_UW6/M09_B1_UW6_M5.wav, supervision
./home/gdata/narayana/Lakshmi/Data/M09/B1_UW6/M09_B1_UW6_M2.wav, supervision
./home/gdata/narayana/Lakshmi/Data/M09/B1_UW6/M09_B1_UW6_M6.wav, supervision
./home/gdata/narayana/Lakshmi/Data/M09/B1_UW18/M09_B1_UW18_M4.wav, rejoinder
./home/gdata/narayana/Lakshmi/Data/M09/B1_UW18/M09_B1_UW18_M2.wav, rejoinder
./home/gdata/narayana/Lakshmi/Data/M09/B1_UW18/M09_B1_UW18_M7.wav, rejoinder
./home/gdata/narayana/Lakshmi/Data/M09/B1_UW18/M09_B1_UW18_M6.wav, rejoinder
./home/gdata/narayana/Lakshmi/Data/M09/B1_UW18/M09_B1_UW18_M3.wav, rejoinder
./home/gdata/narayana/Lakshmi/Data/M09/B1_UW18/M09_B1_UW18_M5.wav, rejoinder
./home/gdata/narayana/Lakshmi/Data/M09/B1_UW57/M09_B1_UW57_M3.wav, Asia
./home/gdata/narayana/Lakshmi/Data/M09/B1_UW57/M09_B1_UW57_M7.wav, Asia
./home/gdata/narayana/Lakshmi/Data/M09/B1_UW57/M09_B1_UW57_M2.wav, Asia
./home/gdata/narayana/Lakshmi/Data/M09/B1_UW57/M09_B1_UW57_M6.wav, Asia
./home/gdata/narayana/Lakshmi/Data/M09/B1_UW57/M09_B1_UW57_M8.wav, Asia
./home/gdata/narayana/Lakshmi/Data/M09/B1_UW57/M09_B1_UW57_M4.wav, Asia
./home/gdata/narayana/Lakshmi/Data/M09/B1_UW57/M09_B1_UW57_M5.wav, Asia
./home/gdata/narayana/Lakshmi/Data/M09/B1_UW60/M09_B1_UW60_M3.wav, Birmingham
./home/gdata/narayana/Lakshmi/Data/M09/B1_UW60/M09_B1_UW60_M7.wav, Birmingham
./home/gdata/narayana/Lakshmi/Data/M09/B1_UW60/M09_B1_UW60_M4.wav, Birmingham
./home/gdata/narayana/Lakshmi/Data/M09/B1_UW60/M09_B1_UW60_M8.wav, Birmingham
./home/gdata/narayana/Lakshmi/Data/M09/CW24/M09_B1_CW24_M2.wav, have
./home/gdata/narayana/Lakshmi/Data/M09/CW24/M09_B3_CW24_M2.wav, have
./home/gdata/narayana/Lakshmi/Data/M09/CW24/M09_B3_CW24_M6.wav, have
./home/gdata/narayana/Lakshmi/Data/M09/CW24/M09_B1_CW24_M8.wav, have
./home/gdata/narayana/Lakshmi/Data/M09/CW24/M09_B3_CW24_M8.wav, have
./home/gdata/narayana/Lakshmi/Data/M09/CW24/M09_B2_CW24_M8.wav, have
./home/gdata/narayana/Lakshmi/Data/M09/CW24/M09_B3_CW24_M7.wav, have
./home/gdata/narayana/Lakshmi/Data/M09/CW24/M09_B1_CW24_M5.wav, have
./home/gdata/narayana/Lakshmi/Data/M09/CW24/M09_B3_CW24_M3.wav, have
./home/gdata/narayana/Lakshmi/Data/M09/CW24/M09_B1_CW24_M6.wav, have
./home/gdata/narayana/Lakshmi/Data/M09/CW24/M09_B3_CW24_M4.wav, have
./home/gdata/narayana/Lakshmi/Data/M09/CW24/M09_B2_CW24_M7.wav, have
./home/gdata/narayana/Lakshmi/Data/M09/CW24/M09_B2_CW24_M2.wav, have
./home/gdata/narayana/Lakshmi/Data/M09/B3_UW87/M09_B3_UW87_M5.wav, drum
./home/gdata/narayana/Lakshmi/Data/M09/B1_UW43/M09_B1_UW43_M6.wav, jackdaws
./home/gdata/narayana/Lakshmi/Data/M09/B1_UW43/M09_B1_UW43_M4.wav, jackdaws
./home/gdata/narayana/Lakshmi/Data/M09/B1_UW43/M09_B1_UW43_M8.wav, jackdaws
./home/gdata/narayana/Lakshmi/Data/M09/B1_UW43/M09_B1_UW43_M5.wav, jackdaws
./home/gdata/narayana/Lakshmi/Data/M09/C9/M09_B3_C9_M4.wav, Shift
./home/gdata/narayana/Lakshmi/Data/M09/C9/M09_B3_C9_M5.wav, Shift
./home/gdata/narayana/Lakshmi/Data/M09/C9/M09_B2_C9_M6.wav, Shift
./home/gdata/narayana/Lakshmi/Data/M09/C9/M09_B3_C9_M2.wav, Shift
./home/gdata/narayana/Lakshmi/Data/M09/C9/M09_B1_C9_M5.wav, Shift
./home/gdata/narayana/Lakshmi/Data/M09/C9/M09_B1_C9_M4.wav, Shift
./home/gdata/narayana/Lakshmi/Data/M09/C9/M09_B3_C9_M7.wav, Shift
./home/gdata/narayana/Lakshmi/Data/M09/C9/M09_B1_C9_M6.wav, Shift
./home/gdata/narayana/Lakshmi/Data/M09/C9/M09_B2_C9_M7.wav, Shift
./home/gdata/narayana/Lakshmi/Data/M09/C9/M09_B1_C9_M2.wav, Shift
./home/gdata/narayana/Lakshmi/Data/M09/C9/M09_B3_C9_M8.wav, Shift
./home/gdata/narayana/Lakshmi/Data/M09/C9/M09_B1_C9_M8.wav, Shift
./home/gdata/narayana/Lakshmi/Data/M09/C9/M09_B2_C9_M2.wav, Shift
./home/gdata/narayana/Lakshmi/Data/M09/C9/M09_B3_C9_M3.wav, Shift
./home/gdata/narayana/Lakshmi/Data/M09/C9/M09_B1_C9_M3.wav, Shift
./home/gdata/narayana/Lakshmi/Data/M09/CW36/M09_B1_CW36_M5.wav, when
./home/gdata/narayana/Lakshmi/Data/M09/CW36/M09_B3_CW36_M7.wav, when
./home/gdata/narayana/Lakshmi/Data/M09/CW36/M09_B2_CW36_M2.wav, when
./home/gdata/narayana/Lakshmi/Data/M09/CW36/M09_B3_CW36_M3.wav, when
./home/gdata/narayana/Lakshmi/Data/M09/CW36/M09_B1_CW36_M6.wav, when
./home/gdata/narayana/Lakshmi/Data/M09/CW36/M09_B2_CW36_M7.wav, when
./home/gdata/narayana/Lakshmi/Data/M09/CW36/M09_B1_CW36_M7.wav, when
./home/gdata/narayana/Lakshmi/Data/M09/CW36/M09_B1_CW36_M2.wav, when
./home/gdata/narayana/Lakshmi/Data/M09/CW36/M09_B2_CW36_M6.wav, when
./home/gdata/narayana/Lakshmi/Data/M09/CW36/M09_B2_CW36_M3.wav, when
./home/gdata/narayana/Lakshmi/Data/M09/CW36/M09_B3_CW36_M5.wav, when
./home/gdata/narayana/Lakshmi/Data/M09/CW36/M09_B1_CW36_M8.wav, when
./home/gdata/narayana/Lakshmi/Data/M09/CW36/M09_B1_CW36_M4.wav, when
./home/gdata/narayana/Lakshmi/Data/M09/CW36/M09_B2_CW36_M5.wav, when
./home/gdata/narayana/Lakshmi/Data/M09/B2_UW43/M09_B2_UW43_M8.wav, battleship
./home/gdata/narayana/Lakshmi/Data/M09/B2_UW43/M09_B2_UW43_M2.wav, battleship
./home/gdata/narayana/Lakshmi/Data/M09/B2_UW43/M09_B2_UW43_M7.wav, battleship
./home/gdata/narayana/Lakshmi/Data/M09/B2_UW43/M09_B2_UW43_M6.wav, battleship
./home/gdata/narayana/Lakshmi/Data/M09/B2_UW43/M09_B2_UW43_M3.wav, battleship
./home/gdata/narayana/Lakshmi/Data/M09/B2_UW43/M09_B2_UW43_M4.wav, battleship
./home/gdata/narayana/Lakshmi/Data/M09/B1_UW73/M09_B1_UW73_M7.wav, goulash
./home/gdata/narayana/Lakshmi/Data/M09/B1_UW73/M09_B1_UW73_M2.wav, goulash
./home/gdata/narayana/Lakshmi/Data/M09/B1_UW73/M09_B1_UW73_M8.wav, goulash
./home/gdata/narayana/Lakshmi/Data/M09/B1_UW73/M09_B1_UW73_M6.wav, goulash
./home/gdata/narayana/Lakshmi/Data/M09/B1_UW73/M09_B1_UW73_M5.wav, goulash
./home/gdata/narayana/Lakshmi/Data/M09/B1_UW73/M09_B1_UW73_M4.wav, goulash
./home/gdata/narayana/Lakshmi/Data/M09/B1_UW73/M09_B1_UW73_M3.wav, goulash
./home/gdata/narayana/Lakshmi/Data/M09/B3_UW66/M09_B3_UW66_M6.wav, cushy
./home/gdata/narayana/Lakshmi/Data/M09/B3_UW66/M09_B3_UW66_M2.wav, cushy
./home/gdata/narayana/Lakshmi/Data/M09/B3_UW66/M09_B3_UW66_M3.wav, cushy
./home/gdata/narayana/Lakshmi/Data/M09/B3_UW66/M09_B3_UW66_M5.wav, cushy
./home/gdata/narayana/Lakshmi/Data/M09/B2_UW86/M09_B2_UW86_M4.wav, lamp
./home/gdata/narayana/Lakshmi/Data/M09/B2_UW86/M09_B2_UW86_M2.wav, lamp
./home/gdata/narayana/Lakshmi/Data/M09/B2_UW86/M09_B2_UW86_M5.wav, lamp
./home/gdata/narayana/Lakshmi/Data/M09/B2_UW86/M09_B2_UW86_M3.wav, lamp
